id,model_year,make,model,body_style,segment,fuel_type,city_mpg,highway_mpg,horsepower,engine_cylinders,engine_displacement_L,curb_weight_lbs,msrp_usd,transmission,drive_type,country_of_origin,safety_rating,reliability_score,highway_to_city_ratio
10827,2012,Toyota,4Runner,SUV,Midsize SUV,Gasoline,22.0,29.0,233,4,1.6,4208,43157,Automatic,AWD,Japan,5,8.2,1.318
10828,2012,Volkswagen,Touareg,SUV,Midsize SUV,Diesel,27.0,35.0,207,6,3.1,4429,43646,Automatic,FWD,Germany,3,7.4,1.296
10829,2003,Ram,1500,Truck,Midsize Truck,Gasoline,23.0,29.0,279,4,1.4,4407,34789,Automatic,RWD,USA,4,6.3,1.261
10830,2005,Hyundai,Sonata,Sedan,Midsize,Gasoline,27.0,33.0,214,4,1.6,3807,31072,Automatic,RWD,South Korea,4,7.8,1.222
10831,2021,GMC,Typhoon,SUV,Midsize SUV,Gasoline,25.0,34.0,211,6,3.0,4007,58274,Manual,AWD,USA,5,9.1,1.36
10832,2002,Dodge,Challenger,Coupe,Compact,Gasoline,24.0,30.0,138,4,1.7,2903,25457,Automatic,RWD,USA,5,8.9,1.25
10833,2019,Dodge,Neon,Sedan,Midsize,Gasoline,31.0,40.0,180,4,1.6,3399,40346,Automatic,AWD,USA,5,9.7,1.29
10834,2020,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,20.0,27.0,276,4,1.6,4599,43117,Manual,AWD,USA,5,7.6,1.35
10835,2001,Ford,EcoSport,SUV,Subcompact SUV,Gasoline,27.0,35.0,106,3,1.1,3240,22166,Automatic,RWD,USA,3,8.4,1.296
10836,2012,Mazda,CX-3,SUV,Midsize SUV,Gasoline,22.0,29.0,219,6,3.1,3930,39848,Automatic,4WD,Japan,4,8.6,1.318
10837,2004,Subaru,Ascent,SUV,Midsize SUV,Gasoline,26.0,33.0,222,4,1.6,3998,42098,Automatic,AWD,Japan,3,6.3,1.269
10838,2018,Audi,Q8,SUV,Full-size Luxury SUV,Gasoline,16.0,22.0,393,8,4.4,5901,120468,Automatic,AWD,Germany,4,4.8,1.375
10839,2002,Honda,Civic,Sedan,Compact,Hybrid,40.0,51.0,146,4,1.6,3117,25741,Automatic,FWD,Japan,5,7.3,1.275
10840,2013,Lexus,LC,Coupe,Compact,Gasoline,32.0,44.0,151,4,1.4,3271,26424,Automatic,FWD,Japan,4,8.1,1.375
10841,2020,Nissan,Murano,SUV,Midsize SUV,Gasoline,24.0,29.0,210,6,3.2,4210,45485,Automatic,4WD,Japan,3,9.3,1.208
10842,2015,Mercedes-Benz,E-Class,Sedan,Midsize Luxury,Diesel,27.0,35.0,298,6,3.0,4303,66402,Automatic,AWD,Germany,5,4.7,1.296
10843,2008,BMW,7 Series,Sedan,Full-size Luxury,Gasoline,17.0,22.0,468,12,6.0,4341,99513,Automatic,RWD,Germany,4,5.6,1.294
10844,2011,Toyota,Tundra,Truck,Full-size Truck,Hybrid,28.0,38.0,385,8,4.4,5781,52517,Automatic,AWD,Japan,4,8.4,1.357
10845,2010,Hyundai,Santa Fe,SUV,Midsize SUV,Gasoline,26.0,35.0,235,4,1.6,4146,48298,Automatic,RWD,South Korea,4,5.3,1.346
10846,2012,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,1018,0,0.0,3948,95530,Automatic,AWD,USA,3,9.2,
10847,2009,Hyundai,Accent,Sedan,Midsize,Gasoline,27.0,36.0,166,4,1.5,3658,28882,Manual,RWD,South Korea,4,9.6,1.333
10848,2018,Lexus,LS,Sedan,Midsize,Gasoline,26.0,34.0,190,4,1.6,3667,39039,Automatic,FWD,Japan,4,6.3,1.308
10849,2022,Jeep,Grand Wagoneer,SUV,Midsize SUV,Gasoline,25.0,31.0,206,4,1.5,3818,48814,Automatic,4WD,USA,5,10.0,1.24
10850,2017,Ram,1500 Classic,Truck,Midsize Truck,Gasoline,21.0,28.0,264,6,3.0,4741,46208,Manual,RWD,USA,3,7.4,1.333
10851,2024,Toyota,4Runner,SUV,Midsize SUV,Gasoline,23.0,27.0,237,4,1.6,4016,55638,Automatic,4WD,Japan,3,7.1,1.174
10852,2024,Volvo,XC40,SUV,Midsize SUV,Electric,,,299,0,0.0,4123,46149,Automatic,4WD,Sweden,4,7.3,
10853,2009,Chevrolet,Blazer,SUV,Midsize SUV,Gasoline,22.0,29.0,234,6,3.0,3986,44364,Automatic,4WD,USA,5,9.9,1.318
10854,2006,Honda,Accord,Sedan,Midsize,Gasoline,23.0,31.0,216,6,3.1,3603,33004,Automatic,FWD,Japan,5,5.9,1.348
10855,2021,Volvo,S90,Sedan,Midsize,Electric,,,288,0,0.0,3596,33865,Automatic,RWD,Sweden,4,8.1,
10856,2008,BMW,M3,Sedan,Sports Luxury,Gasoline,18.0,22.0,563,12,6.0,3780,77728,Automatic,AWD,Germany,5,8.1,1.222
10857,2021,Tesla,Model S,Sedan,Midsize Luxury,Electric,,,464,0,0.0,4221,69096,Automatic,AWD,USA,5,7.2,
10858,2017,Chevrolet,Tahoe,SUV,Full-size SUV,Gasoline,16.0,20.0,316,6,3.1,5485,78465,Automatic,RWD,USA,4,6.8,1.25
10859,2008,Nissan,Titan,Truck,Midsize Truck,Gasoline,24.0,30.0,268,6,2.8,4277,42033,Automatic,4WD,Japan,5,6.9,1.25
10860,2001,Audi,Q7,SUV,Midsize Luxury SUV,Gasoline,23.0,28.0,349,8,4.2,4979,68637,Automatic,FWD,Germany,3,9.4,1.217
10861,2014,Toyota,4Runner,SUV,Midsize SUV,Hybrid,32.0,43.0,255,4,1.5,4168,50543,Automatic,4WD,Japan,5,5.9,1.344
10862,2016,Chevrolet,Malibu,Sedan,Midsize,Gasoline,29.0,38.0,185,4,1.5,3202,37585,Automatic,AWD,USA,5,7.0,1.31
10863,2013,Toyota,Sequoia,SUV,Full-size SUV,Gasoline,15.0,18.0,356,6,3.0,5344,73207,Automatic,AWD,Japan,4,5.4,1.2
10864,2024,Mercedes-Benz,G-Class,SUV,Full-size Luxury SUV,Gasoline,15.0,19.0,455,10,6.0,5935,135713,Automatic,RWD,Germany,5,9.7,1.267
10865,2012,Ford,EcoSport,SUV,Subcompact SUV,Gasoline,28.0,37.0,101,4,1.4,2736,27326,Automatic,4WD,USA,5,6.8,1.321
10866,2010,Volkswagen,Tiguan,SUV,Midsize SUV,Diesel,25.0,33.0,231,6,2.9,4287,39157,Manual,RWD,Germany,5,7.5,1.32
10867,2018,Jeep,Wrangler,SUV,Midsize SUV,Gasoline,23.0,30.0,261,6,3.0,4301,55058,Automatic,4WD,USA,5,3.8,1.304
10868,2020,BMW,X1,SUV,Subcompact Luxury SUV,Gasoline,24.0,32.0,218,4,1.7,3548,47382,Automatic,4WD,Germany,5,4.3,1.333
10869,2021,Chevrolet,Camaro,Coupe,Sports,Gasoline,19.0,26.0,319,8,4.4,3280,41122,Automatic,AWD,USA,4,7.1,1.368
10870,2000,Jeep,Commander,SUV,Midsize SUV,Gasoline,22.0,29.0,194,4,1.5,4164,38569,Automatic,FWD,USA,5,7.7,1.318
10871,2001,BMW,X5,SUV,Midsize Luxury SUV,Gasoline,19.0,24.0,331,8,4.5,4917,69284,Automatic,4WD,Germany,5,7.2,1.263
10872,2001,Audi,A4,Sedan,Compact Luxury,Gasoline,25.0,34.0,278,4,1.6,3919,42596,Automatic,AWD,Germany,5,8.0,1.36
10873,2015,GMC,Acadia,SUV,Midsize SUV,Gasoline,23.0,29.0,244,6,2.8,4317,50346,Automatic,AWD,USA,4,10.0,1.261
10874,2015,Volkswagen,Taos,SUV,Midsize SUV,Gasoline,23.0,28.0,219,6,3.2,4176,47116,Automatic,4WD,Germany,5,8.3,1.217
10875,2019,Honda,Odyssey,Minivan,Minivan,Gasoline,19.0,26.0,189,4,1.6,4428,49881,Automatic,AWD,Japan,3,8.3,1.368
10876,2015,Toyota,Sequoia,SUV,Full-size SUV,Hybrid,26.0,34.0,330,8,4.5,5734,71865,Automatic,RWD,Japan,5,4.7,1.308
10877,2007,Mercedes-Benz,E-Class,Sedan,Midsize Luxury,Diesel,22.0,27.0,373,8,4.5,4095,74692,Automatic,AWD,Germany,5,8.9,1.227
10878,2011,Chevrolet,Camaro,Coupe,Sports,Gasoline,25.0,31.0,321,8,4.4,3311,47887,Automatic,RWD,USA,4,9.4,1.24
10879,2022,Dodge,Dart,Sedan,Midsize,Gasoline,27.0,35.0,217,6,3.0,3160,42255,Manual,FWD,USA,5,8.3,1.296
10880,2002,Dodge,Viper,Coupe,Compact,Gasoline,29.0,37.0,124,3,0.9,2944,24203,Automatic,AWD,USA,5,10.0,1.276
10881,2009,Subaru,BRZ,Coupe,Compact,Gasoline,28.0,38.0,115,4,1.7,2947,23540,Automatic,AWD,Japan,5,10.0,1.357
10882,2015,Subaru,Tribeca,SUV,Midsize SUV,Gasoline,25.0,30.0,178,4,1.6,4417,45934,Automatic,AWD,Japan,4,6.0,1.2
10883,2023,Chevrolet,Suburban,SUV,Full-size SUV,Gasoline,18.0,23.0,334,6,3.0,5380,74340,Automatic,RWD,USA,3,9.3,1.278
10884,2001,Ford,Expedition,SUV,Full-size SUV,Gasoline,16.0,19.0,322,6,2.9,5434,51239,Automatic,AWD,USA,5,10.0,1.188
10885,2019,Ford,Escape,SUV,Compact SUV,Gasoline,25.0,34.0,177,4,1.5,3178,42556,Automatic,RWD,USA,5,5.7,1.36
10886,2024,Nissan,Titan,Truck,Midsize Truck,Gasoline,24.0,30.0,277,4,1.6,4220,44607,Manual,RWD,Japan,5,8.5,1.25
10887,2024,Mercedes-Benz,A-Class,Hatchback,Subcompact Luxury,Diesel,35.0,44.0,156,4,1.5,2894,48664,Automatic,AWD,Germany,4,9.1,1.257
10888,2003,Honda,Insight,Sedan,Compact,Gasoline,29.0,35.0,172,4,1.7,3314,25889,Automatic,RWD,Japan,4,9.4,1.207
10889,2006,Nissan,Pathfinder,SUV,Midsize SUV,Gasoline,22.0,30.0,209,6,3.0,4350,42285,Automatic,RWD,Japan,3,7.1,1.364
10890,2017,Hyundai,Sonata,Sedan,Midsize,Gasoline,26.0,35.0,178,4,1.4,3711,40432,Automatic,FWD,South Korea,3,7.6,1.346
10891,2007,Volvo,S90,Sedan,Midsize,Gasoline,25.0,31.0,206,4,1.5,3537,31225,Automatic,AWD,Sweden,4,7.6,1.24
10892,2016,Jeep,Grand Wagoneer,SUV,Midsize SUV,Gasoline,26.0,34.0,215,4,1.5,3943,47653,Automatic,4WD,USA,5,5.5,1.308
10893,2021,Volkswagen,Atlas,SUV,Midsize SUV,Diesel,28.0,37.0,215,4,1.6,4066,54528,Automatic,4WD,Germany,5,7.1,1.321
10894,2020,Dodge,Dart,Sedan,Midsize,Gasoline,25.0,32.0,176,4,1.8,3619,32312,Automatic,FWD,USA,5,5.8,1.28
10895,2022,Audi,A5,Coupe,Compact Luxury,Gasoline,27.0,32.0,301,8,4.4,3860,64658,Manual,RWD,Germany,5,2.7,1.185
10896,2004,Audi,A6,Sedan,Midsize Luxury,Gasoline,23.0,31.0,326,8,4.4,4102,57333,Automatic,AWD,Germany,3,6.9,1.348
10897,2009,Hyundai,Elantra,Sedan,Midsize,Gasoline,25.0,32.0,172,4,1.5,3871,32569,Automatic,RWD,South Korea,4,5.1,1.28
10898,2004,Hyundai,Genesis,Sedan,Midsize,Gasoline,27.0,35.0,218,6,2.9,3399,32411,Automatic,RWD,South Korea,5,5.5,1.296
10899,2000,Chevrolet,Malibu,Sedan,Midsize,Gasoline,25.0,31.0,130,4,1.5,3658,27219,Automatic,AWD,USA,5,7.9,1.24
10900,2015,Honda,Pilot,SUV,Midsize SUV,Gasoline,23.0,29.0,196,4,1.5,3922,41507,Manual,FWD,Japan,5,9.2,1.261
10901,2017,Audi,A6,Sedan,Midsize Luxury,Diesel,27.0,34.0,312,6,3.0,4289,84344,Automatic,RWD,Germany,3,7.0,1.259
10902,2017,Ford,Explorer,SUV,Midsize SUV,Gasoline,23.0,29.0,227,4,1.5,3979,45886,Automatic,FWD,USA,5,7.5,1.261
10903,2011,Lexus,NX,SUV,Midsize SUV,Gasoline,23.0,30.0,260,6,3.0,4059,42173,Automatic,AWD,Japan,5,8.4,1.304
10904,2023,Subaru,Impreza,Sedan,Midsize,Gasoline,26.0,32.0,166,4,1.6,3299,39869,Manual,AWD,Japan,4,7.2,1.231
10905,2004,Dodge,Avenger,Sedan,Midsize,Gasoline,27.0,35.0,199,4,1.6,3480,34234,Automatic,AWD,USA,3,6.3,1.296
10906,2002,Hyundai,Kona,SUV,Midsize SUV,Gasoline,22.0,26.0,235,6,3.1,4211,44060,Automatic,4WD,South Korea,5,7.2,1.182
10907,2015,Kia,Stinger,Sedan,Midsize,Gasoline,28.0,34.0,159,4,1.7,3244,36546,Automatic,AWD,South Korea,5,7.1,1.214
10908,2020,GMC,Sonoma,Truck,Midsize Truck,Gasoline,18.0,23.0,277,4,1.5,4603,38820,Automatic,FWD,USA,4,8.0,1.278
10909,2010,Lexus,RX,SUV,Midsize SUV,Gasoline,22.0,29.0,217,6,3.1,3949,51087,Automatic,4WD,Japan,5,6.7,1.318
10910,2006,Audi,TT,Coupe,Sports Luxury,Diesel,22.0,27.0,551,10,6.0,3831,92350,Automatic,AWD,Germany,3,8.2,1.227
10911,2018,Hyundai,Elantra,Sedan,Midsize,Gasoline,30.0,38.0,201,4,1.6,3992,36641,Automatic,RWD,South Korea,4,7.1,1.267
10912,2000,Subaru,Tribeca,SUV,Midsize SUV,Gasoline,24.0,29.0,229,4,1.5,4038,33942,Manual,4WD,Japan,5,7.5,1.208
10913,2024,Tesla,Model Y,SUV,Compact Luxury SUV,Electric,,,266,0,0.0,3920,63634,Automatic,RWD,USA,5,7.9,
10914,2001,Mercedes-Benz,CLA,Sedan,Compact Luxury,Gasoline,24.0,32.0,242,6,2.9,3239,42683,Automatic,AWD,Germany,4,6.9,1.333
10915,2022,Mazda,RX-8,Coupe,Compact,Gasoline,29.0,35.0,167,4,1.6,3130,26887,Manual,FWD,Japan,5,8.0,1.207
10916,2012,Audi,Q8,SUV,Full-size Luxury SUV,Gasoline,18.0,23.0,450,10,6.1,5883,124898,Automatic,RWD,Germany,4,8.0,1.278
10917,2022,Nissan,Frontier,Truck,Midsize Truck,Gasoline,24.0,32.0,278,4,1.5,4219,50027,Automatic,AWD,Japan,5,5.3,1.333
10918,2002,Chevrolet,Tahoe,SUV,Full-size SUV,Gasoline,19.0,23.0,283,4,1.6,5723,49920,Automatic,RWD,USA,4,4.7,1.211
10919,2018,Ford,Edge,SUV,Midsize SUV,Gasoline,27.0,35.0,226,6,3.1,4167,53321,Automatic,FWD,USA,5,8.3,1.296
10920,2010,Nissan,Pathfinder,SUV,Midsize SUV,Gasoline,21.0,28.0,229,4,1.6,4209,47138,Automatic,4WD,Japan,5,7.2,1.333
10921,2020,Volkswagen,Tiguan,SUV,Midsize SUV,Gasoline,23.0,31.0,205,4,1.7,4315,55887,Automatic,FWD,Germany,4,9.6,1.348
10922,2011,Mercedes-Benz,E-Class,Sedan,Midsize Luxury,Diesel,26.0,31.0,338,8,4.4,3536,73283,Automatic,AWD,Germany,4,8.6,1.192
10923,2002,Ford,Expedition,SUV,Full-size SUV,Hybrid,23.0,27.0,320,8,4.3,5794,57961,Automatic,AWD,USA,5,5.4,1.174
10924,2010,Honda,Fit,Hatchback,Subcompact,Gasoline,29.0,35.0,145,4,1.6,2754,20704,Automatic,AWD,Japan,5,7.6,1.207
10925,2018,Audi,A5,Coupe,Compact Luxury,Gasoline,27.0,35.0,267,4,1.8,3628,53185,Automatic,AWD,Germany,3,9.1,1.296
10926,2001,Jeep,Compass,SUV,Midsize SUV,Gasoline,23.0,31.0,219,4,1.6,3609,40424,Automatic,RWD,USA,3,8.6,1.348
10927,2007,Subaru,Impreza,Sedan,Midsize,Gasoline,26.0,35.0,202,4,1.6,3591,35575,Automatic,AWD,Japan,5,7.5,1.346
10928,2014,Lexus,ES,Sedan,Midsize,Gasoline,29.0,35.0,178,4,1.8,3279,35986,Manual,FWD,Japan,5,8.4,1.207
10929,2004,Dodge,Grand Caravan,Minivan,Compact,Gasoline,27.0,34.0,159,4,1.6,3073,25957,Automatic,RWD,USA,5,6.2,1.259
10930,2014,Audi,Q7,SUV,Midsize Luxury SUV,Gasoline,21.0,26.0,347,8,4.3,4033,67281,Automatic,4WD,Germany,5,7.1,1.238
10931,2009,Toyota,Camry,Sedan,Midsize,Gasoline,25.0,30.0,186,4,1.6,3493,35782,Automatic,RWD,Japan,3,8.1,1.2
10932,2001,Hyundai,Venue,SUV,Midsize SUV,Electric,,,338,0,0.0,4152,40745,Automatic,4WD,South Korea,5,6.8,
10933,2001,Toyota,Highlander,SUV,Midsize SUV,Gasoline,23.0,29.0,219,4,1.6,3643,44846,Automatic,RWD,Japan,5,9.6,1.261
10934,2016,Ford,Ranger,Truck,Midsize Truck,Gasoline,26.0,33.0,261,4,1.5,4475,45241,Automatic,4WD,USA,4,7.7,1.269
10935,2016,Toyota,Prius,Hatchback,Compact,Hybrid,41.0,53.0,145,4,1.5,3433,31396,Automatic,FWD,Japan,5,5.4,1.293
10936,2005,Hyundai,Genesis,Sedan,Midsize,Gasoline,25.0,30.0,197,4,1.7,3130,31930,Automatic,AWD,South Korea,5,10.0,1.2
10937,2022,GMC,Jimmy,SUV,Midsize SUV,Gasoline,28.0,34.0,237,6,3.1,4464,46117,Automatic,AWD,USA,5,6.6,1.214
10938,2011,Mercedes-Benz,GLA,SUV,Subcompact Luxury SUV,Gasoline,21.0,27.0,198,4,1.5,3830,43514,Automatic,4WD,Germany,4,6.1,1.286
10939,2018,Dodge,Charger,Sedan,Midsize,Gasoline,29.0,38.0,170,4,1.5,3460,31310,Automatic,FWD,USA,4,8.4,1.31
10940,2009,Kia,Stinger,Sedan,Midsize,Hybrid,40.0,49.0,189,4,1.6,3506,34276,Automatic,FWD,South Korea,3,6.1,1.225
10941,2009,Subaru,Forester,SUV,Midsize SUV,Gasoline,23.0,31.0,216,6,2.8,4076,44378,Automatic,FWD,Japan,4,8.4,1.348
10942,2023,Mazda,CX-9,SUV,Midsize SUV,Gasoline,24.0,30.0,244,4,1.7,4098,48874,Automatic,RWD,Japan,4,9.2,1.25
10943,2023,Toyota,Sienna,Minivan,Minivan,Gasoline,17.0,21.0,217,4,1.6,4707,42426,Automatic,FWD,Japan,5,7.5,1.235
10944,2000,Ford,Escape,SUV,Compact SUV,Hybrid,37.0,46.0,135,4,1.7,3222,31424,Automatic,4WD,USA,3,7.9,1.243
10945,2011,GMC,Terrain,SUV,Midsize SUV,Gasoline,24.0,29.0,220,6,2.8,4283,39403,Automatic,RWD,USA,4,4.4,1.208
10946,2020,GMC,Terrain,SUV,Midsize SUV,Gasoline,19.0,24.0,223,6,3.0,4071,55540,Automatic,AWD,USA,5,7.7,1.263
10947,2021,Lexus,ES,Sedan,Midsize,Gasoline,28.0,34.0,205,6,3.1,3478,41627,Automatic,RWD,Japan,4,8.7,1.214
10948,2007,Honda,CR-V,SUV,Compact SUV,Gasoline,29.0,36.0,153,4,1.4,3329,29465,Automatic,FWD,Japan,3,5.7,1.241
10949,2020,Lexus,NX,SUV,Midsize SUV,Gasoline,25.0,34.0,215,6,3.0,4302,56852,Automatic,AWD,Japan,5,6.4,1.36
10950,2018,Toyota,Tacoma,Truck,Midsize Truck,Gasoline,21.0,29.0,268,6,3.0,4388,36432,Automatic,FWD,Japan,4,7.0,1.381
10951,2019,Tesla,Model 3,Sedan,Compact Luxury,Electric,,,347,0,0.0,3391,60832,Automatic,AWD,USA,5,7.1,
10952,2011,Jeep,Commander,SUV,Midsize SUV,Gasoline,24.0,31.0,206,6,2.8,4425,46763,Automatic,RWD,USA,4,6.3,1.292
10953,2008,Nissan,Pathfinder,SUV,Midsize SUV,Gasoline,23.0,29.0,251,4,1.6,4036,45392,Automatic,FWD,Japan,5,7.1,1.261
10954,2013,BMW,X1,SUV,Subcompact Luxury SUV,Diesel,27.0,34.0,172,4,1.5,3384,43443,Automatic,4WD,Germany,5,7.0,1.259
10955,2021,Lexus,ES,Sedan,Midsize,Gasoline,28.0,33.0,191,4,1.4,3588,36815,Automatic,FWD,Japan,3,6.7,1.179
10956,2017,Lexus,GX,SUV,Midsize SUV,Hybrid,34.0,47.0,262,4,1.6,4187,50564,Automatic,FWD,Japan,4,7.3,1.382
10957,2015,GMC,Safari,Van,Compact,Gasoline,31.0,38.0,146,4,1.6,2948,26415,Automatic,FWD,USA,5,6.2,1.226
10958,2014,Kia,Sportage,SUV,Midsize SUV,Hybrid,34.0,45.0,253,4,1.6,4002,47302,Automatic,4WD,South Korea,5,6.2,1.324
10959,2019,Mazda,Mazda3,Sedan,Midsize,Gasoline,33.0,44.0,188,4,1.6,3135,41408,Automatic,RWD,Japan,4,7.7,1.333
10960,2014,Toyota,Sienna,Minivan,Minivan,Gasoline,17.0,22.0,195,4,1.6,4098,38471,Automatic,FWD,Japan,5,6.7,1.294
10961,2021,Kia,Soul,Hatchback,Compact,Gasoline,30.0,39.0,147,4,1.6,3041,30242,Automatic,AWD,South Korea,5,8.4,1.3
10962,2020,Subaru,Crosstrek,SUV,Midsize SUV,Gasoline,21.0,28.0,247,6,2.9,3943,49053,Manual,FWD,Japan,4,8.4,1.333
10963,2024,Honda,Civic,Sedan,Compact,Hybrid,42.0,57.0,156,4,1.7,3316,30750,Automatic,RWD,Japan,5,6.2,1.357
10964,2001,Honda,Ridgeline,Truck,Midsize Truck,Gasoline,18.0,25.0,247,6,3.1,4266,29753,Automatic,AWD,Japan,5,7.0,1.389
10965,2021,BMW,X1,SUV,Subcompact Luxury SUV,Gasoline,27.0,33.0,188,4,1.6,3388,48442,Automatic,RWD,Germany,4,6.2,1.222
10966,2005,Ram,Dakota,Truck,Midsize Truck,Gasoline,18.0,23.0,282,6,3.1,4383,38478,Automatic,FWD,USA,5,7.2,1.278
10967,2018,Volkswagen,Arteon,Sedan,Midsize,Gasoline,25.0,31.0,223,6,3.0,3543,35019,Automatic,AWD,Germany,5,7.3,1.24
10968,2001,Kia,Sorento,SUV,Midsize SUV,Electric,,,295,0,0.0,4101,34415,Automatic,RWD,South Korea,4,6.3,
10969,2010,Mazda,CX-50,SUV,Midsize SUV,Gasoline,22.0,27.0,225,4,1.7,4054,50412,Automatic,AWD,Japan,4,5.6,1.227
10970,2011,Ford,Ranger,Truck,Midsize Truck,Gasoline,19.0,22.0,317,8,4.4,4626,35359,Automatic,FWD,USA,5,5.6,1.158
10971,2001,Lexus,ES,Sedan,Midsize,Hybrid,37.0,49.0,151,4,1.7,3549,27213,Automatic,FWD,Japan,5,8.9,1.324
10972,2014,Lexus,LC,Coupe,Compact,Gasoline,32.0,41.0,149,4,1.5,3330,30829,Manual,FWD,Japan,5,7.2,1.281
10973,2009,Nissan,Pathfinder,SUV,Midsize SUV,Gasoline,23.0,29.0,251,4,1.4,4020,49980,Automatic,AWD,Japan,5,6.0,1.261
10974,2017,Mazda,Mazda3,Sedan,Midsize,Gasoline,29.0,38.0,220,4,1.4,2932,38067,Automatic,RWD,Japan,5,10.0,1.31
10975,2013,Mercedes-Benz,GLA,SUV,Subcompact Luxury SUV,Diesel,31.0,40.0,216,4,1.7,3473,49140,Automatic,RWD,Germany,3,10.0,1.29
10976,2009,Toyota,Corolla,Sedan,Compact,Gasoline,31.0,43.0,138,4,1.7,3552,27308,Automatic,FWD,Japan,5,8.3,1.387
10977,2021,Volkswagen,Atlas,SUV,Midsize SUV,Gasoline,24.0,33.0,266,6,3.0,4090,54112,Automatic,4WD,Germany,5,7.0,1.375
10978,2024,Lexus,LS,Sedan,Midsize,Gasoline,30.0,40.0,172,4,1.5,3458,37970,Automatic,AWD,Japan,4,9.2,1.333
10979,2007,Hyundai,Genesis,Sedan,Midsize,Electric,,,266,0,0.0,3383,31871,Automatic,AWD,South Korea,5,7.7,
10980,2016,Toyota,Highlander,SUV,Midsize SUV,Gasoline,28.0,33.0,241,6,3.0,4016,55494,Manual,FWD,Japan,5,7.1,1.179
10981,2023,Dodge,Grand Caravan,Minivan,Compact,Gasoline,31.0,38.0,179,4,1.5,2854,31131,Automatic,AWD,USA,4,7.1,1.226
10982,2019,Mazda,Mazda6,Sedan,Midsize,Gasoline,31.0,38.0,188,4,1.7,3698,34133,Automatic,AWD,Japan,3,10.0,1.226
10983,2001,Volkswagen,Jetta,Sedan,Midsize,Diesel,32.0,43.0,229,4,1.6,3196,33137,Automatic,AWD,Germany,4,4.2,1.344
10984,2019,Subaru,BRZ,Coupe,Compact,Gasoline,30.0,39.0,149,4,1.4,3115,25497,Automatic,AWD,Japan,4,8.6,1.3
10985,2023,Mazda,CX-5,SUV,Midsize SUV,Gasoline,24.0,30.0,242,4,1.4,3998,49335,Automatic,RWD,Japan,5,9.1,1.25
10986,2016,Ford,Edge,SUV,Midsize SUV,Gasoline,23.0,29.0,230,6,3.0,4403,48726,Automatic,4WD,USA,4,9.5,1.261
10987,2000,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,1015,0,0.0,3660,83731,Automatic,RWD,USA,5,7.6,
10988,2011,Audi,Q7,SUV,Midsize Luxury SUV,Gasoline,21.0,26.0,330,6,2.9,4546,72868,Automatic,FWD,Germany,3,6.4,1.238
10989,2017,Subaru,Ascent,SUV,Midsize SUV,Gasoline,23.0,31.0,248,6,3.0,3992,49761,Automatic,FWD,Japan,5,7.0,1.348
10990,2016,Audi,A4,Sedan,Compact Luxury,Gasoline,25.0,34.0,249,6,3.1,3720,61084,Automatic,RWD,Germany,5,7.8,1.36
10991,2010,Tesla,Model S,Sedan,Midsize Luxury,Electric,,,457,0,0.0,4108,67188,Automatic,AWD,USA,4,9.6,
10992,2019,Subaru,Baja,Truck,Midsize Truck,Gasoline,22.0,27.0,281,6,3.1,4671,36298,Manual,FWD,Japan,5,7.9,1.227
10993,2020,Lexus,ES,Sedan,Midsize,Gasoline,26.0,32.0,197,4,1.6,3570,42735,Automatic,AWD,Japan,4,8.0,1.231
10994,2001,Dodge,Viper,Coupe,Compact,Gasoline,28.0,34.0,146,4,1.6,2910,22834,Automatic,AWD,USA,5,6.9,1.214
10995,2002,Volkswagen,Atlas,SUV,Midsize SUV,Diesel,26.0,35.0,220,4,1.5,3994,42351,Automatic,AWD,Germany,5,5.4,1.346
10996,2011,Audi,TT,Coupe,Sports Luxury,Gasoline,17.0,22.0,562,8,4.4,3506,87113,Automatic,RWD,Germany,5,5.7,1.294
10997,2006,Jeep,Patriot,SUV,Midsize SUV,Gasoline,22.0,27.0,216,6,3.0,4173,45449,Automatic,RWD,USA,4,8.2,1.227
10998,2003,Volvo,XC60,SUV,Midsize SUV,Electric,,,353,0,0.0,4342,39984,Automatic,4WD,Sweden,5,7.2,
10999,2017,Tesla,Roadster,Convertible,Sports Luxury,Electric,,,1018,0,0.0,3727,93752,Automatic,FWD,USA,5,4.5,
11000,2015,Subaru,Impreza,Sedan,Midsize,Gasoline,27.0,33.0,168,4,1.8,3504,36587,Automatic,AWD,Japan,5,6.6,1.222
11001,2007,Honda,Accord,Sedan,Midsize,Gasoline,27.0,35.0,189,4,1.6,3156,35696,Automatic,RWD,Japan,4,7.9,1.296
11002,2014,Chevrolet,Malibu,Sedan,Midsize,Gasoline,24.0,31.0,177,4,1.5,3363,30894,Automatic,FWD,USA,4,7.0,1.292
11003,2006,Subaru,Impreza,Sedan,Midsize,Gasoline,23.0,30.0,184,4,1.4,3567,28161,Automatic,AWD,Japan,4,7.0,1.304
11004,2001,Mazda,Mazda2,Hatchback,Compact,Gasoline,27.0,37.0,126,3,1.0,2933,22614,Automatic,AWD,Japan,4,8.2,1.37
11005,2013,Jeep,Renegade,SUV,Midsize SUV,Gasoline,23.0,31.0,221,4,1.4,3909,48566,Automatic,AWD,USA,4,5.5,1.348
